Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
254466,2020-09-22 07:42:20,2348245054386329,fraud_McGlynn-Heathcote,misc_net,4.96,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,a31c2413a2b4c0619f89cf2d79964494,1379835740,41.216693,-80.329172,0
478254,2020-12-14 18:58:57,4169759661243568,"fraud_Hauck, Dietrich and Funk",kids_pets,62.43,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,de313369a70fd8a571fdfd47bdccc24f,1387047537,39.588021000000005,-76.888186,0
21821,2020-06-28 22:42:53,4958589671582726883,fraud_White and Sons,home,6.09,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,159478b89acf1606ab886f86830d7068,1372459373,38.506524,-76.332102,0
122857,2020-08-03 09:16:05,2268221587779419,"fraud_Christiansen, Goyette and Schamberger",gas_transport,59.37,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1985-01-02,231394663943d81ab542147c125216c5,1375521365,46.047886,-121.66886,0
97133,2020-07-25 12:22:06,180056173248083,fraud_Watsica LLC,personal_care,76.06,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,108e4ddc64da16cb8e37c2d06a9b70df,1374754926,42.88053,-86.19055999999999,0
358889,2020-11-07 18:26:42,2222157926772399,"fraud_Dare, Fritsch and Zboncak",health_fitness,93.06,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,007d3fc82117c6723c84eb4b6a43ec0c,1383848802,34.048867,-96.279798,0
382862,2020-11-17 13:07:33,4393520897625,fraud_Lynch-Mohr,travel,525.57,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,2a4c1d2b1ee73550e9cca3e5a2d76382,1384693653,39.000952000000005,-95.519786,0
550510,2020-12-30 11:52:03,5410056176712193,fraud_Padberg-Welch,grocery_pos,52.27,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,d97b51637a2613f74962fd072dc418af,1388404323,44.544677,-86.859859,0
343008,2020-10-31 18:11:33,3533800906065217,fraud_Bernier and Sons,kids_pets,29.82,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,edc8810d7817d0c49e5881138599c23f,1383243093,40.145944,-98.429445,0
342416,2020-10-31 11:36:39,3596357274378601,fraud_Hudson-Ratke,grocery_pos,34.89,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,4bcc882e30a5a14b673e7eb2bcd8d2c4,1383219399,41.724861,-79.216349,0
487653,2020-12-16 15:44:59,3546674063249004,fraud_Thiel-Thiel,entertainment,4.97,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,1984-07-05,14a4549f7f9733671cbd2d1e2a2f679c,1387208699,32.35113,-98.254425,0
461746,2020-12-11 09:03:11,340953839692349,fraud_Donnelly PLC,misc_net,8.61,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,0c4cfb7e4eb8a22d067faf28fcf0d047,1386752591,42.019278,-83.835503,0
521738,2020-12-24 08:49:30,3524574586339330,fraud_McDermott-Weimann,grocery_pos,195.81,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,12c8f4e47579ee736e6fb076fd4c6cd0,1387874970,28.116509000000004,-80.35849300000001,0
312834,2020-10-18 12:58:32,4683638447911,fraud_Weber and Sons,food_dining,54.4,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,ef2b7cbf555c57343ab4197aa5a4af4e,1382101112,29.492458000000003,-92.619914,0
298029,2020-10-11 21:43:51,4302475216404898,fraud_Langworth LLC,personal_care,14.6,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,c4f16f59cb03d69b980290e466d43968,1381527831,43.829603000000006,-93.426935,0
29478,2020-06-30 21:04:47,4476840372112,"fraud_Schaefer, Fay and Hilll",entertainment,58.66,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,e137aede2c712969fcaf5dced6f72853,1372626287,35.192417,-86.06905400000001,0
215008,2020-09-05 18:08:08,180072527505094,fraud_Champlin and Sons,home,25.0,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,0a40f22949c5eb7befb0c4d3e379e502,1378404488,36.38827,-80.356639,0
254635,2020-09-22 09:24:27,30328384440870,"fraud_Greenholt, Jacobi and Gleason",gas_transport,59.51,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,fb95c97cee4983d0cc34e8725225f659,1379841867,39.56597,-92.432902,0
187023,2020-08-25 14:53:55,4536996888716062123,fraud_Gulgowski LLC,home,91.62,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,fc1561c23a8493fbbcbefa02909a7e68,1377442435,36.214844,-105.56066,0
309911,2020-10-17 02:16:28,6011652924285713,fraud_Koss and Sons,gas_transport,34.3,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,8ded426fdafb617cb0f821bc8ed425cd,1381976188,37.300274,-91.98052,0
287015,2020-10-06 12:56:09,213157767990030,fraud_Bode-Schuster,kids_pets,93.9,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,a5a877c206a5626e0bbc985dbc05931f,1381064169,42.042765,-109.039522,0
164996,2020-08-17 23:16:35,6506116513503136,fraud_Pouros-Haag,shopping_pos,1.26,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,fa9042776d9c2e020f2db162e53e92d0,1376781395,31.895881,-95.18344,0
139980,2020-08-09 14:11:38,2348245054386329,fraud_Larkin Ltd,kids_pets,49.38,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,0aad16db981befabcab82ad08bef4d9e,1376057498,42.022808000000005,-80.823167,0
268769,2020-09-28 18:40:41,4996263498048679,fraud_Fritsch and Sons,health_fitness,116.59,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,88306d682a8e72e7d62c0d6a8c273d4e,1380393641,42.634254,-123.925419,0
270911,2020-09-29 12:22:04,3519607465576254,fraud_Waelchi Inc,kids_pets,38.47,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,767b18df479bc3a36fa64a015ee65ab3,1380457324,41.546164000000005,-124.074065,0
66109,2020-07-13 23:48:47,4025612008285111,"fraud_Cormier, Stracke and Thiel",entertainment,12.76,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,506e113d75c16fafcaf5ed0abc0392c3,1373759327,41.95506,-79.61546899999999,0
239652,2020-09-15 15:48:54,377234009633447,fraud_Brown-Greenholt,entertainment,67.35,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,d83a090f45d9a2e8d73c58fc3fae6eb3,1379260134,40.159205,-77.465307,0
468791,2020-12-13 04:23:38,584673555952,"fraud_Herman, Treutel and Dickens",misc_net,15.33,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,e86303967e6c3c30638836b95c77db5c,1386908618,47.789121,-101.465727,0
383797,2020-11-17 19:15:37,30328384440870,"fraud_Witting, Beer and Ernser",home,24.48,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,6323fb9432c004bb87b218d9bff645c0,1384715737,40.7729,-92.36585,0
14039,2020-06-26 01:33:28,4646845581490336108,fraud_Cartwright-Harris,grocery_pos,217.9,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,9159b147c62984ea79dd30aa91ac372e,1372210408,41.168573,-73.357675,0
42052,2020-07-06 00:00:15,376944481517097,fraud_Kutch and Sons,grocery_pos,103.91,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,072d8460b32e3bffb920d15903fafbc7,1373068815,29.829304,-89.319177,0
256768,2020-09-23 00:29:32,6517217825320610,"fraud_Towne, Greenholt and Koepp",shopping_net,8.16,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,dcf10b87e05ef8e3c6a8d452658381c8,1379896172,31.520158,-90.984979,0
182354,2020-08-24 10:22:05,180049032966888,"fraud_Ruecker, Beer and Collier",shopping_net,107.22,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,bd67346e5aabb0de3dbb4197dac01de1,1377339725,45.897688,-90.867859,0
15516,2020-06-26 17:28:58,4855488158131690372,fraud_Abshire PLC,entertainment,79.24,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,f9352088efe3ba9c0f523c40a8b8ea8c,1372267738,44.216801,-72.81179399999999,0
266310,2020-09-27 23:00:58,4836998673805450,fraud_Heaney-Marquardt,entertainment,73.97,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,4a7280d9697a46e24fb17029b6f12cfd,1380322858,46.170932,-86.752898,0
409543,2020-11-29 23:14:07,6597888193422452,fraud_Wilkinson Ltd,entertainment,3.27,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,13b5f76bc96b7bbc4f19266044f9e78a,1385766847,32.691537,-99.160924,0
258105,2020-09-23 22:21:54,3596217206093829,fraud_Waelchi-Wolf,kids_pets,3.94,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,d3b9e5f682a29ba4bc54e5e450f7aa59,1379974914,41.078084,-92.321292,0
446191,2020-12-07 18:27:23,4586810168620942,"fraud_Hagenes, Kohler and Hoppe",food_dining,1.97,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,73dc584afd7bf90f4122c2e548fd2447,1386440843,31.888657,-79.935034,0
528912,2020-12-26 09:47:05,4969856774088583,"fraud_Mosciski, Ziemann and Farrell",shopping_net,8.05,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,1951-12-04,feaef78549c1daae7c577f133bc8d331,1388051225,30.965229,-90.941674,0
500454,2020-12-20 03:23:18,630423337322,fraud_Koepp-Parker,grocery_pos,95.62,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,d806ff9bb47078a1a0bace9ed1dcfb58,1387509798,47.9152,-119.103387,0
463076,2020-12-11 17:08:55,213112402583773,fraud_Bahringer-Streich,food_dining,3.26,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,c1170ac620503631b4897c740a1d01c8,1386781735,33.982358000000005,-81.666093,0
99972,2020-07-26 12:52:22,4906628655840914250,fraud_Graham and Sons,health_fitness,53.42,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,f351275dea003d99545dddf58450cc6a,1374843142,23.849585,-81.700934,0
406864,2020-11-28 23:09:02,372520049757633,fraud_Fadel Inc,health_fitness,6.22,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,f3a85f4b9a2123257ff09e8dc77940b7,1385680142,49.135413,-93.289882,0
520568,2020-12-23 22:47:29,4906628655840914250,fraud_Weimann-Lockman,kids_pets,20.63,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,72c1cc04c9cb093537407ea605394310,1387838849,25.16768,-82.37876800000001,0
19558,2020-06-28 08:26:33,4302475216404898,fraud_Terry-Huel,shopping_net,32.37,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,e51e850cf30c63ed625fc8053f439b1b,1372407993,43.550287,-93.706892,0
379965,2020-11-16 15:20:23,6534628260579800,fraud_Cummerata-Hilpert,entertainment,98.96,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,1ce654517cab5ca3f2429d62421a1107,1384615223,43.782286,-72.648588,0
268679,2020-09-28 18:08:41,4613314721966,fraud_Daugherty LLC,kids_pets,48.25,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,117af26df2dbbb613f0fda22d57f1579,1380391721,36.41725,-82.15875799999999,0
9050,2020-06-23 19:04:12,4503101193493052864,"fraud_Armstrong, Walter and Gottlieb",food_dining,91.97,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,8e0662260a1c971812c65f0ae877ae1a,1372014252,28.716068,-82.267071,0
336338,2020-10-27 22:14:18,4393520897625,"fraud_Prosacco, Kreiger and Kovacek",home,72.46,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,9b3fc5fb0149ede5bd58e161dd67f717,1382912058,40.208332,-95.008837,0
344069,2020-11-01 06:21:36,3567697931646329,fraud_Rau and Sons,grocery_pos,76.96,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,a438384b92e4151450573214e896fb1a,1383286896,42.017063,-74.585789,0
26230,2020-06-30 00:24:07,375082648741747,"fraud_Moore, Dibbert and Koepp",misc_net,1.87,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,98298ec8bcc8877379ce1a4b8fcc45a7,1372551847,47.492683,-95.903552,0
141208,2020-08-09 21:11:08,3553629419254918,fraud_Herzog Ltd,misc_pos,3.21,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,37a4cb348443e802cd20d2bbb9697205,1376082668,49.325833,-122.703658,0
69719,2020-07-14 22:22:07,639023984367,"fraud_Bahringer, Osinski and Block",food_dining,5.3,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,3caa9debe933118a56254b8106aaeb2a,1373840527,43.994834,-74.238729,0
93508,2020-07-23 20:47:33,4800395067176717,fraud_Stark-Koss,home,162.36,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,9f6a6dd9ae99df1ecba1ed8aacd37ecf,1374612453,42.333561,-97.086372,0
319865,2020-10-20 19:07:18,5540636818935089,fraud_Friesen-Ortiz,personal_care,7.37,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,b25578bde027cf42503f1affc948b46a,1382296038,41.737653,-71.144615,0
94961,2020-07-24 12:59:38,3556613125071656,"fraud_Boehm, Predovic and Reinger",misc_pos,3.46,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,3f6d5fc8987d445c32890eb4f1a3f266,1374670778,29.31443,-94.98341,0
542539,2020-12-28 22:03:08,5456776410929288,fraud_Jakubowski Group,food_dining,8.69,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,7182cecee8ffcb1d23b36f2eeb5e939b,1388268188,40.190031,-80.404413,0
540075,2020-12-28 14:25:17,4195740185974,fraud_Yost-Rogahn,personal_care,6.52,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04,0fe2a4cbd7e4615fee2ebe9297c058a5,1388240717,44.670833,-123.050022,0
393395,2020-11-22 19:33:33,4128730454058057622,fraud_Conroy-Emard,food_dining,7.72,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,d54eb5b686ee9193fc97ec129afe7d2f,1385148813,30.930202,-94.388312,0
11232,2020-06-24 17:19:15,2288748891690227,"fraud_Koss, Hansen and Lueilwitz",home,138.28,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,0ef308ea38a3c4984a2cb5189de8ced7,1372094355,34.358026,-107.266769,0
360010,2020-11-08 06:58:11,4897067971111209737,fraud_Shields Inc,grocery_net,58.32,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,62edeb3b9f0d4385c59f5fbb3ccb6da3,1383893891,28.603651,-82.19662199999999,0
205411,2020-09-01 05:42:01,4099707841315751,fraud_Vandervort-Funk,grocery_pos,44.99,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,b9a9e0e88ac270558d1b0d5bc56c0c30,1378014121,37.421472,-77.733143,0
120749,2020-08-02 18:52:34,6011724471098086,fraud_Gerlach Inc,shopping_net,7.66,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,a9521fd946c997a9ba496c69dcea403a,1375469554,46.290646,-118.310747,0
129468,2020-08-04 23:20:48,6506116513503136,fraud_Fritsch and Sons,health_fitness,59.61,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,4098855e451c4b8ab3cb8fd29688ff6e,1375658448,32.330576,-94.504555,0
229282,2020-09-11 18:30:09,30234966027947,fraud_Kihn Inc,shopping_pos,1.62,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,511d3a8133b15de83abd9a7480876e20,1378924209,43.961539,-87.20176,0
132129,2020-08-06 10:15:10,3598304579370089,fraud_Volkman Ltd,misc_net,3.82,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,037525a608016dea4fac59dd1f3e89a8,1375784110,37.579933,-96.648242,0
30914,2020-07-01 13:34:05,4956828990005111019,fraud_Pagac LLC,shopping_pos,463.73,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,03eb9d0e3c2ff8eddee37058b2724b96,1372685645,39.738501,-74.75296800000001,0
10185,2020-06-24 03:12:19,571365235126,fraud_Strosin-Cruickshank,grocery_pos,133.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6556d68de36c0a99bad2315be454740f,1372043539,44.874844,-85.332614,0
37242,2020-07-04 12:26:48,373213026644490,"fraud_Boehm, Predovic and Reinger",misc_pos,47.86,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,a0ce7b63e5f5b1dcc4d8b39924f946ba,1372940808,32.520616,-117.643614,0
438762,2020-12-06 13:47:52,346273234529002,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,105.8,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,675c92ce43a7f3698c4724e17b71fb98,1386337672,38.211515000000006,-80.7626,0
358158,2020-11-07 10:18:53,30175986190993,"fraud_Huel, Hammes and Witting",grocery_pos,125.96,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,1c5a6ccbffebe96fa0272fc3b9b139c1,1383819533,46.678187,-96.150363,0
464216,2020-12-11 23:00:05,3533800906065217,fraud_Schumm PLC,health_fitness,40.97,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,de886a6295300cabe56aaf50b1269f6d,1386802805,40.286778000000005,-99.493633,0
119479,2020-08-02 11:16:23,675909898057,"fraud_Rippin, Kub and Mann",misc_net,92.83,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,1964-03-16,17e2ee3af63ee831bcc6f47c61799b68,1375442183,40.95578,-73.27625400000001,0
366152,2020-11-10 06:09:14,36722699017270,fraud_Kunde-Sanford,misc_net,7.56,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,c4190eacbff515906f59574e89693f7f,1384063754,32.729217,-111.881891,0
23794,2020-06-29 12:24:21,4792627764422477317,fraud_Jast and Sons,food_dining,101.78,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,5afdc0ebfaa970d4ee65325b7ca6d151,1372508661,38.698528,-95.059969,0
108659,2020-07-28 18:20:09,30428204673351,fraud_Harris Group,food_dining,54.35,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,19a4d46bd8da489f64a077e441dbcd90,1375035609,41.204441,-76.279356,0
192855,2020-08-28 02:33:53,213173753804333,fraud_Luettgen PLC,gas_transport,61.29,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,2dd1540cd7ba317438b259f71d1ed27c,1377657233,41.820078,-86.789218,0
