Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
7069,2019-01-05 16:14:25,2720433095629877,fraud_Bins-Howell,personal_care,6.56,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,ee29d3e060b23559fd10b16678dcb87a,1325780065.0,43.665413,-70.195826,0.0
5362,2019-01-04 12:33:20,4302480582202074,fraud_Cummerata-Hilpert,entertainment,110.01,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,1ac857d40f161fb74c145eb000823b71,1325680400.0,43.348273,-85.29474300000001,0.0
793,2019-01-01 10:09:31,30290551782700,fraud_Schmitt Inc,gas_transport,63.05,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,91d8effc3001ee508f5ee56b38b2aa9e,1325412571.0,36.645521,-87.103562,0.0
10604,2019-01-07 11:56:13,583699482621,fraud_Dach-Borer,grocery_net,105.47,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,e84e381a0afb52d9cba71f917f0566cb,1325937373.0,44.999297,-90.01390699999999,0.0
9654,2019-01-06 23:45:37,4104312520615374,fraud_Bogisich-Weimann,kids_pets,38.89,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,4597d00e6117045843e8974938289060,1325893537.0,33.825675,-115.694288,0.0
79,2019-01-01 00:58:53,4687263141103,fraud_Kunze Inc,grocery_pos,108.59,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,1977-04-28,c7398ef8cebfefee82e590d473cf538b,1325379533.0,44.51103,-95.934394,0.0
9339,2019-01-06 20:42:27,3591919803438423,fraud_Connelly PLC,food_dining,8.39,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,aded442525796f756d2b653b2fb3bbac,1325882547.0,27.947688,-79.99503399999999,0.0
427,2019-01-01 05:40:01,6011860238257910,fraud_Bednar Group,misc_net,217.59,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,50bc2adb99d2999b8453050ac1b552b0,1325396401.0,36.417694,-97.376429,0.0
2781,2019-01-02 10:07:48,3511378610369890,"fraud_Towne, Walker and Borer",grocery_net,32.35,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,b33f2dd7e0e0a7c44e33f887010842d1,1325498868.0,33.943634,-86.560731,0.0
8550,2019-01-06 12:58:27,38530489946071,"fraud_Daugherty, Pouros and Beahan",shopping_pos,1.93,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,44e1454ee5f327edfbfbe002233964ef,1325854707.0,34.612364,-82.77839399999999,0.0
6671,2019-01-05 09:09:39,567868110212,fraud_Huels-Nolan,gas_transport,107.52,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,eb587bc94bd04d9dcc05cda85b8f103c,1325754579.0,29.116238,-96.117793,0.0
2476,2019-01-02 01:57:27,5501083170975659,fraud_Erdman-Kertzmann,gas_transport,64.97,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,7a9e5d2a940349b49d22f3a3d8d79b6f,1325469447.0,41.649935,-81.279892,0.0
2773,2019-01-02 09:57:39,676309913934,fraud_Parisian and Sons,gas_transport,105.34,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,16c5c90170698f054dad39a9bb97defc,1325498259.0,37.884498,-104.454671,0.0
9800,2019-01-07 01:32:55,4956828990005111019,"fraud_Greenholt, Jacobi and Gleason",gas_transport,73.86,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,2a3e4cc22ab78565540a2da749c3cbf4,1325899975.0,41.318918,-74.06052,0.0
9643,2019-01-06 23:36:25,675945690716,"fraud_Lowe, Dietrich and Erdman",kids_pets,3.92,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,d8f2127352fa09e424b43ca66f2e01d5,1325892985.0,41.547435,-81.007752,0.0
4629,2019-01-03 21:58:53,4992346398065154184,fraud_Lind-Buckridge,entertainment,78.2,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,c53bdb79508cce986b54e11b236fa0ad,1325627933.0,40.672116,-89.64676800000001,0.0
3051,2019-01-02 15:46:34,4477156602511939689,fraud_Lynch-Wisozk,home,81.56,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992-12-29,35a59d9a6b82364b90eb12b429c5f408,1325519194.0,40.483537,-111.983798,0.0
1507,2019-01-01 16:28:20,3517527805128735,fraud_McGlynn-Jaskolski,misc_pos,6.11,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,7e7b9a36bce06689b28c781ed142e962,1325435300.0,41.310639,-87.741547,0.0
1812,2019-01-01 19:02:56,5596347693144598,"fraud_Witting, Beer and Ernser",home,18.54,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,803f99e407f43e16fd7f532185fa9bb3,1325444576.0,29.065495,-89.275929,0.0
600,2019-01-01 07:53:22,4220345354880,fraud_Mayert Group,shopping_pos,117.96,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,2c7d913ee40b827e6a25e668399ad3f4,1325404402.0,43.605107,-82.946703,0.0
9128,2019-01-06 18:38:51,2264937662466770,fraud_Block-Parisian,misc_net,2.54,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,237226010db581a4d7cd302e2ef7b0d7,1325875131.0,29.45303,-99.143308,0.0
8126,2019-01-06 06:53:49,5540636818935089,fraud_Volkman Ltd,misc_net,9.01,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,f7c8ea497db35a9607cfad7276a29b39,1325832829.0,42.844882,-71.553108,0.0
9835,2019-01-07 01:54:43,3593118134380341,fraud_Roberts-Beahan,misc_pos,157.92,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,f4b6183658aac8fe04beee9900d6f724,1325901283.0,44.118481,-67.62755600000001,0.0
9073,2019-01-06 18:05:51,6592243974328236,fraud_Gibson-Deckow,entertainment,87.4,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,419ff8682961fb9f367f4f610c1d1b18,1325873151.0,31.367904,-85.34369699999999,0.0
3173,2019-01-02 17:54:45,30407675418785,fraud_Kutch-Ferry,home,144.19,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,3b51d5fe56ce97661dc1dc7019ed389d,1325526885.0,43.029012,-77.57413000000001,0.0
7604,2019-01-05 23:19:26,346273234529002,fraud_Runte-Mohr,food_dining,55.04,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,3bfe9e3c3a999f8b88f29e0324ded06f,1325805566.0,38.161905,-79.876743,0.0
10843,2019-01-07 13:42:28,4874017206859125,fraud_Abernathy and Sons,food_dining,103.65,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,5d434177f8978bc98a8d4a21c88db01a,1325943748.0,45.955933,-122.873193,0.0
11284,2019-01-07 17:19:02,3568255211412877,fraud_Beer-Jast,kids_pets,37.14,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,58dc9484b2099fac92a308510bcaec13,1325956742.0,42.018049,-84.646335,0.0
3352,2019-01-02 21:04:29,372509258176510,"fraud_McCullough, Hudson and Schuster",food_dining,21.77,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,e142bad90a6bcb686082ded4f69d76b9,1325538269.0,42.919572,-84.482824,0.0
2594,2019-01-02 05:05:37,4788103653396,fraud_Strosin-Cruickshank,grocery_pos,85.79,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,461ec572ea1645a07a8308cdd0f53bf3,1325480737.0,39.864514,-83.56326800000001,0.0
9247,2019-01-06 19:52:12,4642255475285942,fraud_Leffler-Goldner,personal_care,31.47,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,c882db8fbfd76e4aecb982a42efc4d79,1325879532.0,39.565695,-110.585517,0.0
3116,2019-01-02 16:46:33,3518669219150142,fraud_Williamson LLC,misc_pos,8.17,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,db0d975b3c13526b66071918b1c132f6,1325522793.0,40.014066,-83.784388,0.0
10632,2019-01-07 12:14:15,341283058448499,fraud_Waelchi Inc,kids_pets,121.33,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,891972cc375120b4c55f0415946f5c07,1325938455.0,31.469924,-84.981565,0.0
6502,2019-01-05 05:42:14,4128027264554082,"fraud_Mosciski, Ziemann and Farrell",shopping_net,4.12,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.18799999999999,1831,Barrister's clerk,1953-10-18,6012bca589eb182ed7be843e09dac80c,1325742134.0,39.139232,-81.701479,0.0
2449,2019-01-02 01:06:37,4613314721966,fraud_Rutherford-Mertz,grocery_pos,281.06,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,e8a81877ae9a0a7f883e15cb39dc4022,1325466397.0,36.430124,-81.17948299999999,1.0
2472,2019-01-02 01:47:29,340187018810220,"fraud_Jenkins, Hauck and Friesen",gas_transport,11.52,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,bc7d41c41103877b03232f03f1f8d3f5,1325468849.0,29.819364,-99.142791,1.0
2523,2019-01-02 03:05:23,340187018810220,fraud_Goodwin-Nitzsche,grocery_pos,276.31,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,b98f12f4168391b2203238813df5aa8c,1325473523.0,29.273085,-98.83636,1.0
2546,2019-01-02 03:38:03,4613314721966,fraud_Erdman-Kertzmann,gas_transport,7.03,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,397894a5c4c02e3c61c784001f0f14e4,1325475483.0,35.909292,-82.09101,1.0
2553,2019-01-02 03:55:47,340187018810220,fraud_Koepp-Parker,grocery_pos,275.73,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,7863235a750d73a244c07f1fb7f0185a,1325476547.0,29.786426,-98.68341,1.0
2937,2019-01-02 13:38:08,4613314721966,fraud_Medhurst PLC,shopping_net,844.8,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,248c2746e78f2ec713df51254ff1b302,1325511488.0,35.987802,-81.25433199999999,1.0
3527,2019-01-02 23:52:08,4613314721966,fraud_Ruecker Group,misc_net,843.91,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,2f7d497f607396ab669c14c2abe3886f,1325548328.0,35.985612,-81.383306,1.0
3580,2019-01-03 01:05:27,340187018810220,fraud_Conroy-Cruickshank,gas_transport,10.76,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,0a2f8002e55a3565c5c88d8cf039fed8,1325552727.0,28.856712,-97.794207,1.0
3600,2019-01-03 01:35:52,340187018810220,fraud_Koepp-Parker,grocery_pos,332.35,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,97903213a2fd7e53bbaa60807144a505,1325554552.0,29.320662,-97.937219,1.0
3671,2019-01-03 03:17:36,340187018810220,fraud_Strosin-Cruickshank,grocery_pos,315.34,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,0ffc2b7dae4c33883f14ac60283d4027,1325560656.0,28.953283000000003,-97.806528,1.0
4324,2019-01-03 16:54:53,4922710831011201,fraud_Rau and Sons,grocery_pos,337.05,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,7301679c460c5f2a464b0ecb5c610b47,1325609693.0,41.174382,-79.809888,1.0
4383,2019-01-03 18:07:01,4922710831011201,fraud_Pouros-Conroy,shopping_pos,711.66,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,d8daaffedc75c3e9228351ffac06aca9,1325614021.0,41.207335,-78.84093299999999,1.0
4644,2019-01-03 22:09:00,4922710831011201,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,e366fd492cb7dfca302daba1f62ba9f4,1325628540.0,40.601968,-78.768636,1.0
4654,2019-01-03 22:21:15,4613314721966,fraud_Fisher Inc,shopping_net,942.62,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,41b9e040c87e3ec6928ea9f86c571774,1325629275.0,35.76589,-81.951839,1.0
4693,2019-01-03 22:58:44,4922710831011201,fraud_Mosciski Group,travel,4.5,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,2751eef2242b86fba1c3e6c1bb6a7022,1325631524.0,39.492341,-78.859114,1.0
4706,2019-01-03 23:09:51,4613314721966,fraud_Morissette PLC,shopping_pos,821.96,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,b7941dbeaf57c1dd33db619996852b0a,1325632191.0,35.772593,-81.593183,1.0
4727,2019-01-03 23:29:57,4613314721966,fraud_Lemke-Gutmann,shopping_net,1092.68,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,d7a512888741e0585a7277b2d1bc8348,1325633397.0,36.981465,-80.767836,1.0
4740,2019-01-03 23:41:36,4613314721966,fraud_Mohr-Bayer,shopping_net,1254.27,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,e8cd6d3df90834fe23e6ebb4e52a7349,1325634096.0,36.105024,-80.963186,1.0
4744,2019-01-03 23:44:42,340187018810220,"fraud_Moen, Reinger and Murphy",grocery_pos,274.09,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1960-10-28,fdae36d3824101b501a9500505c0dd4c,1325634282.0,29.789989,-97.996197,1.0
4808,2019-01-04 00:58:03,341546199006537,"fraud_Stokes, Christiansen and Sipes",grocery_net,14.37,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,a3806e984cec6ac0096d8184c64ad3a1,1325638683.0,65.65414200000001,-164.722603,1.0
4858,2019-01-04 02:13:44,4922710831011201,fraud_Rau and Sons,grocery_pos,316.93,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,9a6497aef537514b394fad2b89ef0516,1325643224.0,39.528505,-80.23307700000001,1.0
4892,2019-01-04 02:57:17,4922710831011201,fraud_Padberg-Welch,grocery_pos,327.68,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,4ae53182552dba862e94bf0b13dda3e6,1325645837.0,40.236755,-80.30996800000001,1.0
5559,2019-01-04 15:06:38,341546199006537,fraud_Predovic Inc,shopping_net,966.11,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,a59185fe1b9ccf21323f581d7477573f,1325689598.0,65.468863,-165.473127,1.0
5577,2019-01-04 15:20:17,4922710831011201,fraud_Corwin-Gorczany,misc_net,795.22,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,2e88359c19111450f2e481e6d527eec0,1325690417.0,40.352547,-79.327751,1.0
5612,2019-01-04 15:48:45,4922710831011201,"fraud_Bins, Balistreri and Beatty",shopping_pos,1015.8,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,7bd2173c927f2df10a800991cce11f89,1325692125.0,40.306614,-79.961163,1.0
6104,2019-01-04 22:10:09,4922710831011201,fraud_Block-Parisian,misc_net,722.18,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,bec7c3860e212f2bd26708879eae59d5,1325715009.0,40.346282,-79.59966999999999,1.0
6110,2019-01-04 22:14:07,4922710831011201,fraud_Schmidt and Sons,shopping_net,898.81,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,d54162245d726a6d45cb6f4b8dc44501,1325715247.0,41.126312,-80.513488,1.0
6121,2019-01-04 22:22:44,4922710831011201,fraud_Ankunding LLC,shopping_net,1001.63,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,17aaea3bad11807b6011536f6333de8c,1325715764.0,39.911297,-80.626808,1.0
6141,2019-01-04 22:37:04,341546199006537,fraud_Wisozk and Sons,misc_pos,49.61,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,86ba3a888b42cd3925881fa34177b4e0,1325716624.0,65.347667,-165.91454199999998,1.0
6177,2019-01-04 23:06:28,341546199006537,fraud_Murray-Smitham,grocery_pos,295.26,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,3a068fe1d856f0ecedbed33e4b5f4496,1325718388.0,64.445035,-166.080207,1.0
6223,2019-01-04 23:44:56,4922710831011201,fraud_Hills-Witting,shopping_net,1099.99,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,0d6c902ae823b78f8a151381a3554680,1325720696.0,40.578351,-79.72757800000001,1.0
6240,2019-01-04 23:59:09,341546199006537,fraud_Friesen Ltd,health_fitness,18.17,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,891cdd1191028759dc20dc224347a0ff,1325721549.0,65.44709399999999,-165.446843,1.0
6383,2019-01-05 03:15:35,341546199006537,"fraud_Raynor, Reinger and Hagenes",gas_transport,20.45,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,ef010a5f4f570d306a050a368ee2729d,1325733335.0,64.088838,-165.10407800000002,1.0
6387,2019-01-05 03:21:29,341546199006537,fraud_Heller-Langosh,gas_transport,18.19,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,8e2d2fae5319d31c887dddbc70627ac4,1325733689.0,63.917785,-165.827621,1.0
6778,2019-01-05 11:31:23,30328384440870,fraud_Padberg-Welch,grocery_pos,367.29,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,5fbe827807ec9f557f6242bb48db0e51,1325763083.0,39.167065,-93.705245,1.0
7214,2019-01-05 18:03:18,341546199006537,fraud_McGlynn-Heathcote,misc_net,768.15,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,fba83e0a3adb530251295ab72a96b719,1325786598.0,64.623325,-166.403973,1.0
7503,2019-01-05 22:02:34,341546199006537,fraud_Dooley-Thompson,misc_net,849.49,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,b87c92d4824758e704da572891697fed,1325800954.0,65.266065,-164.865352,1.0
7509,2019-01-05 22:05:50,30328384440870,"fraud_Gottlieb, Considine and Schultz",shopping_net,1177.79,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,f1c51701d8b5dd6ebfe7c1aebf0c4fe7,1325801150.0,39.288305,-92.476947,1.0
7523,2019-01-05 22:12:25,341546199006537,"fraud_Moen, Reinger and Murphy",grocery_pos,307.09,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,755e4e8350ec4a3e9309727574c97726,1325801545.0,64.909145,-164.71208700000005,1.0
7529,2019-01-05 22:18:52,341546199006537,"fraud_Hauck, Dietrich and Funk",kids_pets,4.58,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,8fa7880cf01e6adc96e9654d69f3f035,1325801932.0,65.052892,-166.067029,1.0
